study-id,file-id,type,links.self,meta,pipelines,alias,file-format.name,file-format.extension,description.label,description.description,group-type,experiment_type
MGYS00001983,ERP104044_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001983,ERP104044_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001983,ERP104044_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001983,ERP104044_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001983,ERP104044_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001983,ERP104044_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001983,ERP104044_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001983/pipelines/4.1/file/ERP104044_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104044_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001982,ERP104041_GO-slim_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_GO-slim_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_GO-slim_abundances_v4.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001982,ERP104041_GO_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_GO_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_GO_abundances_v4.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001982,ERP104041_IPR_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_IPR_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_IPR_abundances_v4.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001982,ERP104041_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001982,ERP104041_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001982,ERP104041_phylum_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_phylum_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_phylum_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001982,ERP104041_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001982,ERP104041_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.0/file/ERP104041_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104041_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00001982,ERP104041_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001982,ERP104041_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001982,ERP104041_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001982,ERP104041_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001982,ERP104041_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001982,ERP104041_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001982,ERP104041_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001982/pipelines/4.1/file/ERP104041_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104041_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002038,ERP104200_GO-slim_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_GO-slim_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_GO-slim_abundances_v4.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002038,ERP104200_GO_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_GO_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_GO_abundances_v4.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002038,ERP104200_IPR_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_IPR_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_IPR_abundances_v4.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002038,ERP104200_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002038,ERP104200_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002038,ERP104200_phylum_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_phylum_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_phylum_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002038,ERP104200_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002038,ERP104200_diversity_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_diversity_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_diversity_LSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics LSU,Taxonomic diversity metrics LSU rRNA (TSV),Statistics,amplicon
MGYS00002038,ERP104200_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.0/file/ERP104200_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104200_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00002038,ERP104200_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002038,ERP104200_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002038,ERP104200_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002038,ERP104200_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002038,ERP104200_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002038,ERP104200_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002038,ERP104200_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002038/pipelines/4.1/file/ERP104200_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104200_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002050,ERP104219_GO-slim_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_GO-slim_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_GO-slim_abundances_v4.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002050,ERP104219_GO_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_GO_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_GO_abundances_v4.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002050,ERP104219_IPR_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_IPR_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_IPR_abundances_v4.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002050,ERP104219_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002050,ERP104219_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002050,ERP104219_phylum_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_phylum_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_phylum_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002050,ERP104219_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002050,ERP104219_diversity_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_diversity_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_diversity_LSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics LSU,Taxonomic diversity metrics LSU rRNA (TSV),Statistics,amplicon
MGYS00002050,ERP104219_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.0/file/ERP104219_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104219_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00002050,ERP104219_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002050,ERP104219_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002050,ERP104219_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002050,ERP104219_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002050,ERP104219_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002050,ERP104219_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002050,ERP104219_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002050/pipelines/4.1/file/ERP104219_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104219_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002334,ERP106364_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002334,ERP106364_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002334,ERP106364_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002334,ERP106364_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002334,ERP106364_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002334,ERP106364_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002334,ERP106364_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002334/pipelines/4.1/file/ERP106364_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP106364_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00003536,ERP108482_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003536/pipelines/4.1/file/ERP108482_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP108482_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00003536,ERP108482_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003536/pipelines/4.1/file/ERP108482_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP108482_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00003536,ERP108482_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003536/pipelines/4.1/file/ERP108482_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP108482_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00003536,ERP108482_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003536/pipelines/4.1/file/ERP108482_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP108482_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
