id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples
MGYS00005742,158,PRJDB5860,DRP004306,"Asia differs substantially among and within its regions populated by diverse ethnic groups, which maintain their own respective cultures and dietary habits. On the other hand, Oriental and Western cultures are now merging at many sites in Asia and affecting our life style, especially daily diets. To inquire into diversity in gut microbiota of Asian people, which must respond to daily diets and link to host health, Asian Microbiome Project (AMP) was established in 2009. AMP aims to build a basal microbiome database of Asians covering entire region and age group and gain an insight into the link between life style and gut microbiota. By sharing information and gained knowledge obtained in this project, we hope to promote health of Asian people.",Asian Microbiome Project,"DRS167936,DRS167940,DRS167941,DRS167942,DRS167943,DRS167945,DRS167946,DRS167947,DRS167949,DRS167950,DRS167952,DRS167953,DRS167954,DRS167956,DRS167957,DRS167963,DRS167964,DRS167965,DRS167968,DRS167970,DRS167971,DRS167972,DRS167975,DRS167977,DRS167982"
MGYS00005729,3,PRJEB42466,ERP126326,"Metaproteomics has substantially matured over the past years as a powerful tool to assess functional interactions in microbial communities. A wide variety of metaproteomic workflows is available, yet their impact on the results remains to be established.Here, we carried out the first community-driven, multi-lab comparison in metaproteomics: the critical assessment of metaproteome investigation study (CAMPI). Based on well-established workflows, we evaluated the influence of sample preparation, mass spectrometry, and bioinformatic analysis using two samples: a simplified, lab-assembled human intestinal model and a human fecal sample.Although bioinformatic pipelines contributed to variability in peptide identification, wet-lab stages were the most important source of differences between analyses. Moreover, protein groups were less sensitive to those differences than peptides. Comparing taxonomic and functional profiles revealed differences between peptide- and protein-centric approaches at the taxonomic level but very similar functional profiles.These CAMPI findings present the current opportunities and challenges in metaproteomics research and provide a perspective for future benchmarking studies.",Critical Assessment of Metaproteome Investigation (CAMPI): a Multi-Lab Comparison of Established Workflows,"ERS5671161,ERS5564376,ERS5671160"
MGYS00005702,121,PRJEB42213,ERP126051,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA389280, and was assembled with metaSPAdes v3.14.1. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA389280 data set (Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)).,"SRS2472312,SRS2472866,SRS2472218,SRS2472276,SRS2441946,SRS2472314,SRS2441983,SRS2441986,SRS2472304,SRS2472214,SRS2441889,SRS2472320,SRS2441894,SRS2472294,SRS2472315,SRS2472272,SRS2472311,SRS2472270,SRS2472192,SRS2441937,SRS2441968,SRS2472204,SRS2441855,SRS2472236,SRS2472376"
MGYS00005684,33,PRJEB41785,ERP125620,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA628604, and was assembled with metaSPAdes v3.14.1. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJNA628604 data set (Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective).,"SRS6541006,SRS6541007,SRS6541028,SRS6541018,SRS6541030,SRS6541009,SRS6541011,SRS6541020,SRS6541038,SRS6541025,SRS6541008,SRS6541024,SRS6541032,SRS6541010,SRS6541017,SRS6541015,SRS6541012,SRS6541019,SRS6541013,SRS6541036,SRS6541026,SRS6541023,SRS6541035,SRS6541027,SRS6541029"
MGYS00005685,31,PRJNA628604,SRP258728,Carbapenemase-producing Enterobacteriaceae (CPE) infections lead to considerable morbidity and mortality. We assessed the potential of fecal microbiota transplantation (FMT) to eradicate CPE carriage and to explain failure or success through microbiome analyses.,Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective,"SRS6541006,SRS6541007,SRS6541028,SRS6541018,SRS6541030,SRS6541009,SRS6541011,SRS6541020,SRS6541038,SRS6541025,SRS6541008,SRS6541024,SRS6541032,SRS6541010,SRS6541017,SRS6541015,SRS6541019,SRS6541013,SRS6541036,SRS6541026,SRS6541023,SRS6541035,SRS6541027,SRS6541029,SRS6541031"
MGYS00005657,15,PRJEB41181,ERP124921,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB19090, and was assembled with metaSPAdes v3.14.1. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.",EMG produced TPA metagenomics assembly of PRJEB19090 data set (Potential and active functions in the gut microbiota of a healthy human cohort).,"ERS1509319,ERS1509315,ERS1509321,ERS1509326,ERS1509327,ERS1509320,ERS1509317,ERS1509324,ERS1509328,ERS1509318,ERS1509323,ERS1509316,ERS1509325,ERS1509329,ERS1509322"
MGYS00005619,72,PRJEB39906,ERP123477,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB8094, and was assembled with metaSPAdes v3.13.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon.",EMG produced TPA metagenomics assembly of PRJEB8094 data set (The initial state of the human gut microbiome determines its reshaping by antibiotics).,"ERS634967,ERS634947,ERS634915,ERS634960,ERS634959,ERS634914,ERS634930,ERS634916,ERS634948,ERS634940,ERS634973,ERS634952,ERS634926,ERS634975,ERS634969,ERS634977,ERS634936,ERS634943,ERS634957,ERS634932,ERS634954,ERS634965,ERS634929,ERS634958,ERS634924"
MGYS00005601,260,PRJEB30615,ERP113090,"Parkinsons disease (PD) is one of the most common neurodegenerative disorders. It has been repeatedly reported that most patients with PD suffer from gastrointestinal dysfunctions and alterations of the autonomous nervous system in the gut wall called the enteric nervous system (ENS). Such alterations and functional gastrointestinal deficits might occur years before the classical clinical symptoms of PD appear. Until now, only little is known about PD-associated changes in gut microbiota composition and their implication in PD development. Due to variance in previously published reports about the differences between community composition in PD and non-PD patients, our intention is to increase knowledge in this field with the use of two next generation sequencing (NGS) methods (Illumina MiSeq and Ion Torrent PGM) on the same set of samples. The V4 and V5 hypervariable region of bacterial 16S rRNA genes was PCR-amplified from stool samples of 39 PD patients and 25 healthy, age-matched control persons, respectively. Illumina- and Ion Torrent- based sequencing yielded divergent as well as congruent results regarding the bacterial microbiota composition of PD and control samples.Bacterial taxa with differences in relative abundance between PD and control samples that were traceable with both sequencing techniques might play a role for supporting PD diagnosis and therapy.",Identification of Intestinal Bacterial Taxa with a Potential Role in Parkinsons Disease using Illumina MiSeq and Ion Torrent Next Generation Sequencing,"ERS3014523,ERS3014583,ERS3014585,ERS3014584,ERS3014336,ERS3014337,ERS3014338,ERS3014341,ERS3014342,ERS3014344,ERS3014345,ERS3014347,ERS3014356,ERS3014357,ERS3014359,ERS3014362,ERS3014364,ERS3014368,ERS3014373,ERS3014376,ERS3014380,ERS3014383,ERS3014388,ERS3014389,ERS3014393"
MGYS00005591,100,PRJEB39250,ERP122744,"Gastrointestinal strongyles are a major threat to horses health and welfare. Given that strongyles inhabit the same niche as the gut microbiota, they may interact with each other. These beneficial or detrimental interactions are unknown in horses and could partly explain contrasted susceptibility to infection between individuals. To address these questions, an experimental pasture trial with 20 worm-free female Welsh ponies (10 susceptible (S) and 10 resistant (R) to parasite infection) was implemented for 5 months. Fecal egg counts (FEC), hematological and biochemical data, body weight and gut microbiological composition were studied in each individual after 0, 24, 43, 92 and 132 grazing days. R and S ponies displayed divergent immunological profiles and slight differences in microbiological composition under worm-free conditions. After exposure to natural infection, the predicted R ponies exhibited lower FEC after 92 and 132 grazing days, and maintained higher levels of circulating monocytes and eosinophils, while lymphocytosis persisted in S ponies. Although the overall gut microbiota diversity and structure remained similar during the parasite infection between the two groups, S ponies exhibited a reduction of bacteria such as Ruminococcus, Clostridium XIVa and members of the Lachnospiraceae family, which may have promoted a disruption of mucosal homeostasis at day 92. In line with this hypothesis, an increase in pathobionts such as Pseudomonas and Campylobacter together with changes in several predicted immunological pathways, including pathogen sensing, lipid metabolism, and activation of signal transduction that are critical for the regulation of immune system and energy homeostasis were observed in S relative to R ponies. Moreover, S ponies displayed an increase in protozoan concentrations at day 92, suggesting that strongyles and protozoa may contribute to each others success in the equine intestines. It could also be that S individuals favor the increase of these carbohydrate-degrading microorganisms to enhance the supply of nutrients needed to fight strongyle infection. Overall, this study provides a foundation to better understand the mechanisms that underpin the relationship between equines and natural strongyle infection. The profiling of horse immune response and gut microbiota should contribute to the development of novel biomarkers for strongyle infection.

Authors: Allison Clark, Guillaume Salle, Valentine Ballan, Fabrice Reigner, Annabelle Meynadier, Jacques Cortet, Christine Koch, Mickael Riou, Alexandra Blanchard, Nuria Mach",Strongyle Infection and Gut Microbiota: Profiling of Resistant and Susceptible Horses Over a Grazing Season,"ERS4804650,ERS4804651,ERS4804652,ERS4804653,ERS4804655,ERS4804656,ERS4804658,ERS4804659,ERS4804661,ERS4804662,ERS4804663,ERS4804665,ERS4804666,ERS4804667,ERS4804668,ERS4804670,ERS4804671,ERS4804672,ERS4804673,ERS4804675,ERS4804676,ERS4804677,ERS4804679,ERS4804680,ERS4804681"
MGYS00005583,18,PRJNA177883,SRP017459,Microflora of the Equine Hindgut.  This project is pyrosequencing bacterial 16S rRNA amplicons from horse fecal and cecal samples to examine the microflora in the equine hindgut.,equine gut metagenome Targeted Locus,"SRS414718,SRS414719,SRS414720,SRS414721,SRS414722,SRS414723,SRS414724,SRS414725,SRS414726,SRS414727,SRS414728,SRS414729,SRS414730,SRS414731,SRS414732,SRS414733,SRS414734,SRS414735"
MGYS00005259,914,PRJNA428736,SRP128128,Human gut microbiota composition and SCFA concentrations in response to prebiotic fiber supplementation in young adults.,Dynamics of human gut microbiota and metabolites in response to prebiotic interventions,"SRS2810351,SRS2811206,SRS2810350,SRS2810349,SRS2811205,SRS2810348,SRS2810345,SRS2810214,SRS2810568,SRS2810828,SRS2810821,SRS2810776,SRS2810774,SRS2810736,SRS2810732,SRS2810730,SRS2810728,SRS2810729,SRS2811336,SRS2810558,SRS2810674,SRS2811096,SRS2811093,SRS2810495,SRS2810491"
MGYS00005173,1384,PRJNA417357,SRP124475,16s rRNA gene sequencing of fecal samples of infants in the COPSAC2010 cohort,Infant (COPSAC) feces microbiome Raw sequence reads,"SRS2667734,SRS2667729,SRS2667732,SRS2667669,SRS2667668,SRS2667667,SRS2667670,SRS2667836,SRS2667839,SRS2667835,SRS2667834,SRS2667828,SRS2668041,SRS2668038,SRS2668036,SRS2668035,SRS2668033,SRS2668566,SRS2668226,SRS2668093,SRS2668437,SRS2668668,SRS2668543,SRS2668810,SRS2668788"
MGYS00005239,838,PRJNA232731,SRP043574,16S rRNA and metagenomes DIPP microbiome study,DIPP Stool Metagenome,"SRS646337,SRS646338,SRS646339,SRS646340,SRS646341,SRS646342,SRS646343,SRS646344,SRS646345,SRS646346,SRS646347,SRS646348,SRS646349,SRS646350,SRS646351,SRS646352,SRS646353,SRS646354,SRS646355,SRS646357,SRS646356,SRS646358,SRS646359,SRS646360,SRS646361"
MGYS00005505,850,PRJNA352060,SRP092421,,Longitudinal microbiome analyses of acute myelogenous leukemia patients during induction chemotherapy,"SRS1784124,SRS1784125,SRS1784128,SRS1784126,SRS1784127,SRS1784129,SRS1784132,SRS1784136,SRS1784131,SRS1784133,SRS1784135,SRS1784134,SRS1784138,SRS1784139,SRS1784140,SRS1784137,SRS1784146,SRS1784141,SRS1784143,SRS1784142,SRS1784147,SRS1784145,SRS1784144,SRS1784148,SRS1784149"
MGYS00005144,57,PRJEB35170,ERP118185,"The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set ERP022986, and was assembled with SPAdes (v3.13.0).",EMG produced TPA metagenomics assembly of PRJEB20800 data set (Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment).,"ERS1726296,ERS1726297,ERS1726304,ERS1726343,ERS1726331,ERS1726321,ERS1726346,ERS1726318,ERS1726320,ERS1726335,ERS1726314,ERS1726322,ERS1726328,ERS1726341,ERS1726316,ERS1726345,ERS1726326,ERS1726336,ERS1726340,ERS1726306,ERS1726293,ERS1726347,ERS1726302,ERS1726337,ERS1726303"
MGYS00005516,55,PRJEB20800,ERP022986,"Antibiotics have profound impacts on the microbial communities living in the human gut, where bacterial species harbor and exchange antibiotic resistance genes collectively called resistome. Human population surveys have demonstrated that gut microbial resistomes reflect local antibiotics usage patterns, while previous small cohort studies based on single antibiotic exposures have shown varying degrees of antibiotic impact on the gut microbiota and their associated resistome. However, the role of resistomes of particular gut species in their ability to persist in the face of antibiotic treatment has not been systematically studied.Applying shotgun sequencing and quantitative metagenomics, we analyzed the partial eradication and subsequent regrowth of gut microbiota in 12 healthy young men over a 6 month period following a 4-day intervention with three broad-spectrum antibiotics. The gut microbial communities of the study subjects underwent profound compositional changes due to the treatment but slowly recovered to near-baseline compositions. Immediately after the treatment, the gut microbiota featured an increased relative abundance of opportunistic and proinflammatory bacterial species, and a decreased relative abundance of short chain fatty acid producers, while exhibiting an increased functional potential for multidrug efflux pumps and virulence factors. These enrichment trends were weaker after 8 days and mostly cleared out after 42 days. However, 9 common intestinal commensal species found at baseline and associated with short chain fatty production or efficient digestion of polysaccharides remained undetectable in most of the subjects even after 180 days.Carrying genes that confer resistance to the antibiotics used in this multidrug study had specific consequences for the survival and de novo colonization potential of microbial species. While species harboring beta-lactam resistance genes were positively selected during and after the intervention, those harboring glycopeptide or aminoglycoside resistance exhibited increased odds of de novo colonization but decreased odds of survival. Despite a mild long-lasting imprint following exposure to three antibiotics, the gut microbiota of healthy young adults are resilient to a broad-spectrum antibiotic intervention, and their recovery process is modulated by antibiotic resistance gene carriage.",Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment,"ERS1726296,ERS1726297,ERS1726304,ERS1726343,ERS1726331,ERS1726321,ERS1726346,ERS1726318,ERS1726320,ERS1726335,ERS1726314,ERS1726322,ERS1726328,ERS1726341,ERS1726316,ERS1726345,ERS1726326,ERS1726336,ERS1726340,ERS1726306,ERS1726293,ERS1726347,ERS1726302,ERS1726337,ERS1726303"
MGYS00005445,16,PRJEB31434,ERP113995,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA385126.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJNA385126 data set (viral metagenome Metagenome).,"SRS2159264,SRS2159271,SRS2159268,SRS2159260,SRS2159265,SRS2159246,SRS2159252,SRS2159259,SRS2159270,SRS2159245,SRS2159269,SRS2159251,SRS2159266,SRS2159247,SRS2159258,SRS2159276"
MGYS00005446,15,PRJNA385126,SRP106048,Viral metagenomes,viral metagenome Metagenome,"SRS2159264,SRS2159271,SRS2159268,SRS2159260,SRS2159265,SRS2159246,SRS2159252,SRS2159259,SRS2159270,SRS2159245,SRS2159269,SRS2159251,SRS2159266,SRS2159247,SRS2159258"
MGYS00005392,71,PRJEB31446,ERP114010,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB7772.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB7772 data set (An analysis of the composition of viruses and bacteria in stool samples from IBD patients and healthy controls.).,"ERS698791,ERS698796,ERS698660,ERS698769,ERS698792,ERS698822,ERS698654,ERS698656,ERS698659,ERS698661,ERS698662,ERS698665,ERS698670,ERS698681,ERS698683,ERS698688,ERS698699,ERS698703,ERS698705,ERS698714,ERS698718,ERS698720,ERS698723,ERS698725,ERS698729"
MGYS00005411,61,PRJEB33242,ERP116015,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB9524.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB9524 data set (Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome).,"ERS743387,ERS743390,ERS743391,ERS743392,ERS743393,ERS743398,ERS743399,ERS743400,ERS743402,ERS743403,ERS743404,ERS743410,ERS743413,ERS743414,ERS743415,ERS743419,ERS743422,ERS743426,ERS743428,ERS743431,ERS743432,ERS743433,ERS743436,ERS743437,ERS743440"
MGYS00005412,60,PRJEB9524,ERP010635,"The effect of HIV on the enteric DNA virome and bacterial microbiome is incompletely characterized. Here we sequenced virus-like particles and bacterial 16S ribosomal RNA genes in stool from 40 HIV-negative subjects, 42 HIV-infected subjects and 40 HIV-infected subjects on anti-retroviral therapy (ART) living in Uganda. CD4 T cell counts inversely correlated with plasma soluble CD14 (sCD14) levels, suggesting increased translocation of pro-inflammatory microbial products across the enteric mucosa with worsening immunodeficiency. Low CD4 T cell counts were associated with expansion of the eukaryotic DNA virome including adenoviruses and Anelloviruses and changes in the bacterial microbiome including increases in Enterobacteriaceae members and decreases in Ruminococci. Thus immunodeficiency in progressive HIV infection is associated with significant alterations in the human enteric virome and bacterial microbiome. These changes may contribute to acquired immunodeficiency syndrome (AIDS) enteropathy, translocation of pro-inflammatory materials across the intestinal mucosa and systemic inflammation associated with progression to AIDS.",Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome,"ERS743387,ERS743390,ERS743391,ERS743392,ERS743393,ERS743398,ERS743399,ERS743400,ERS743402,ERS743403,ERS743404,ERS743410,ERS743413,ERS743414,ERS743415,ERS743419,ERS743422,ERS743426,ERS743428,ERS743431,ERS743432,ERS743433,ERS743436,ERS743437,ERS743440"
MGYS00003576,10,PRJEB26164,ERP108137,"The  Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA321753.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.","EMG produced TPA metagenomics assembly of the Strain-level typing, community shifts and evidence of co-infection derived from metagenomic investigation of two Salmonella outbreaks () data set.","SRS1822121,SRS1822116,SRS1822117,SRS1822118,SRS1822119,SRS1822120,SRS1822122,SRS1822123,SRS1822124,SRS1822125"
MGYS00005399,110,PRJEB33766,ERP116584,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA485056.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJNA485056 data set (Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar).,"SRS3638652,SRS3638637,SRS3638611,SRS3638601,SRS3638595,SRS3638583,SRS3638666,SRS3638676,SRS3638672,SRS3638663,SRS3638657,SRS3638655,SRS3638651,SRS3638629,SRS3638624,SRS3638610,SRS3638664,SRS3638588,SRS3638586,SRS3638581,SRS3638665,SRS3638654,SRS3638646,SRS3638623,SRS3638607"
MGYS00005400,109,PRJNA485056,SRP156699,"Stool samples from 112 individuals (two villages) in two rural communities of north-eastern Madagascar. Samples were collected by the Madagascar Health and Environmental Research (MAHERY) initiative between 2013 and 2014, and sequenced with Illumina HiSeq 2500.",Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar,"SRS3638652,SRS3638637,SRS3638611,SRS3638601,SRS3638595,SRS3638583,SRS3638666,SRS3638676,SRS3638672,SRS3638663,SRS3638657,SRS3638655,SRS3638651,SRS3638629,SRS3638624,SRS3638610,SRS3638664,SRS3638588,SRS3638586,SRS3638581,SRS3638665,SRS3638654,SRS3638646,SRS3638623,SRS3638607"
MGYS00005393,10,PRJEB33329,ERP116113,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB9818.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB9818 data set (The gut DNA viromes of Malawian twins discordant for severe acute undernutrition).,"ERS795707,ERS795708,ERS795728,ERS795772,ERS795773,ERS795794,ERS795891,ERS795731,ERS795819,ERS795840"
MGYS00005394,9,PRJEB9818,ERP010965,"The bacterial component of the human gut microbiota undergoes a definable program of postnatal development. Evidence is accumulating that this program is disrupted in children with severe acute malnutrition (SAM) and that their persistent gut microbiota immaturity, which is not durably repaired with current ready-to-use therapeutic food (RUTF) interventions, is causally related to disease pathogenesis. To further characterize gut microbial community development in healthy versus malnourished infants/children, we performed a time-series metagenomic study of DNA isolated from virus-like particles (VLPs) recovered from fecal samples collected during the first 30 months of postnatal life from eight pairs of mono- and dizygotic Malawian twins concordant for healthy growth, and 12 twin pairs discordant for SAM (either marasmus or kwashiorkor). Both members of discordant pairs were sampled just prior to, during and after treatment with a peanut-based RUTF. Using Random Forests and a dataset of 17,676 viral contigs assembled from shotgun sequencing reads of VLP DNAs, we identified viruses that distinguish different assembly stages of the gut microbiota in the concordant healthy twin pairs. This normal developmental program was impaired in both members of SAM discordant pairs and not repaired with RUTF. Phage plus viruses belonging to the Anelloviridae and Circoviridae families of single-stranded eukaryotic viruses discriminate  discordant pairs from concordant healthy pairs. These results disclose that apparently healthy co-twins in discordant pairs have viromes indicative of familial risk for SAM and provide a human model for delineating normal versus perturbed postnatal acquisition and retention of the gut microbiotas viral component in populations at risk for malnutrition.",The gut DNA viromes of Malawian twins discordant for severe acute undernutrition,"ERS795707,ERS795708,ERS795728,ERS795772,ERS795773,ERS795794,ERS795891,ERS795731,ERS795819"
MGYS00005377,124,PRJEB31588,ERP114158,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA231909.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,"EMG produced TPA metagenomics assembly of the PRJNA231909 data set (A prospective, longitudinal analysis of the developing gut microbiome in infants en route to type 1 diabetes).","SRS871260,SRS871334,SRS871308,SRS871128,SRS871041,SRS871322,SRS871505,SRS871332,SRS872490,SRS872001,SRS871124,SRS872051,SRS871430,SRS871310,SRS871283,SRS871286,SRS871957,SRS871418,SRS871098,SRS871463,SRS871338,SRS871353,SRS871100,SRS871522,SRS872485"
MGYS00005373,188,PRJEB31850,ERP114461,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB12124.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB12124 data set (Gut microbiome-dependent stratification of patients for anti-diabetic treatment).,"ERS1015876,ERS1015889,ERS1015904,ERS1015921,ERS1015931,ERS1015941,ERS1016048,ERS1015948,ERS1015960,ERS1015972,ERS1015993,ERS1016013,ERS1016035,ERS1015867,ERS1015872,ERS1015877,ERS1015883,ERS1015890,ERS1015901,ERS1015912,ERS1015920,ERS1015929,ERS1015936,ERS1015940,ERS1015947"
MGYS00005375,249,PRJEB31778,ERP114377,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB9576.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJEB9576 data set (Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome).,"ERS746874,ERS746954,ERS746710,ERS746716,ERS746721,ERS746737,ERS746742,ERS746745,ERS746749,ERS746754,ERS746755,ERS746768,ERS746771,ERS746782,ERS746796,ERS746797,ERS746807,ERS746817,ERS746823,ERS746828,ERS746832,ERS746838,ERS746848,ERS746854,ERS746860"
MGYS00003481,1155,PRJEB26926,ERP108957,"The 256318 Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA354235.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the Human gut metagenome and metatranscriptome raw sequence reads. (256318) data set.,"SRS1913960,SRS1914286,SRS1905678,SRS1905630,SRS1905878,SRS1905862,SRS1905877,SRS1905627,SRS1914276,SRS1905682,SRS1905858,SRS1905706,SRS1905526,SRS1905635,SRS1906000,SRS1905722,SRS1905902,SRS1905998,SRS1905581,SRS1905748,SRS1905608,SRS1905693,SRS1905937,SRS1905684,SRS1905662"
MGYS00005381,220,PRJEB33719,ERP116533,The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA300541.  This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal.,EMG produced TPA metagenomics assembly of the PRJNA300541 data set (Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America).,"SRS1170880,SRS1170839,SRS1170812,SRS1170790,SRS1170772,SRS1170677,SRS1170635,SRS1170896,SRS1170654,SRS1170903,SRS1170899,SRS1170885,SRS1170859,SRS1170851,SRS1170850,SRS1170844,SRS1170842,SRS1170841,SRS1170829,SRS1170828,SRS1170825,SRS1170822,SRS1170819,SRS1170814,SRS1170813"
MGYS00005382,220,PRJNA300541,SRP066479,"Microbiome and resistome of human fecal and environmental microbiota from rural El Salvador and peri-urban Lima, Peru",Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America,"SRS1170880,SRS1170839,SRS1170812,SRS1170790,SRS1170772,SRS1170677,SRS1170635,SRS1170896,SRS1170654,SRS1170903,SRS1170899,SRS1170885,SRS1170859,SRS1170851,SRS1170850,SRS1170844,SRS1170842,SRS1170841,SRS1170829,SRS1170828,SRS1170825,SRS1170822,SRS1170819,SRS1170814,SRS1170813"
MGYS00005378,124,PRJNA231909,SRP056054,"This is a prospective, longitudinal collection of stool samples from infants at risk for disease. Infants from Finland and Estonia were recruited at birth based on HLA risk genotyping. Parents collected their infants' stool at approximately monthly intervals and promptly stored the sample in the freezer prior to shipment for sample processing and sequencing. The cohort comprised of 33 infants, 11 of which seroconverted to serum autoantibody positivity and of those, four developed T1D within the three year time-frame of this study.","A prospective, longitudinal analysis of the developing gut microbiome in infants en route to type 1 diabetes","SRS871260,SRS871334,SRS871308,SRS871128,SRS871041,SRS871322,SRS871505,SRS871332,SRS872490,SRS872001,SRS871124,SRS872051,SRS871430,SRS871310,SRS871283,SRS871286,SRS871957,SRS871418,SRS871098,SRS871463,SRS871338,SRS871353,SRS871100,SRS871522,SRS872485"
MGYS00005376,248,PRJEB9576,ERP010700,"The gut microbiota has been typically viewed as an environmental factor for human health. Twins are well suited for investigating the concordance of their gut microbiomes and decomposing genetic and environmental influences. However, existing twin studies utilizing metagenomic shotgun sequencing have included only a few samples. Here, we sequenced fecal samples from 250 adult twins in the TwinsUK registry and constructed a comprehensive gut microbial reference gene catalog. We demonstrate heritability of many microbial taxa and functional modules in the gut microbiome, including those associated with diseases. Moreover, we identified 8 million SNPs in the gut microbiome and observe a high similarity in microbiome SNPs between twins that slowly decreases after decades of living apart. The results shed new light on the genetic and environmental influences on the composition and function of the gut microbiome that could relate to risk of complex diseases.",Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome,"ERS746874,ERS746954,ERS746710,ERS746716,ERS746721,ERS746737,ERS746742,ERS746745,ERS746749,ERS746754,ERS746755,ERS746768,ERS746771,ERS746782,ERS746796,ERS746797,ERS746807,ERS746817,ERS746823,ERS746828,ERS746832,ERS746838,ERS746848,ERS746854,ERS746860"
