attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00005211,PRJNA283106,University College Cork,HARVESTED,false,2020-04-29T20:33:15,,665,SRP058088,"Goals of this study are to refine our understanding of diet-microbiota associations and differential taxon abundance, to identify microbiota configurations associated with ageing in both community and long-stay residential care elderly subjects, to determine associations of these configurations with health, to determine if particular microbiota profiles are more variable over time than others, and to assess the role of antibiotics in temporal instability, using 16S rDNA sequences from faecal gut microbiota. These data will provide improved gut microbiota profile definitions, and inform on design of dietary or antibiotic interventions that target gut microbiota.",Composition and temporal stability of the gut microbiota in older persons,MGYS00005211,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005211/samples,studies
MGYS00005192,PRJNA414072,University College Cork,HARVESTED,false,2020-04-26T13:04:47,,1816,SRP119890,16S raw reads of IBD patients and controls. The aim was to examine differences between patients in relapse and remission,Human faecal 16S Raw sequence reads,MGYS00005192,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005192/samples,studies
MGYS00005225,PRJNA436359,Harvard T.H. Chan School of Public Health,HARVESTED,false,2020-04-26T13:04:04,,1207,SRP165757,This project collected and profiled stool samples and rectal biopsies from pediatric patients with new-onset ulcerative colitis (UC) to evaluate the role of the gut microbiome in the efficacy of two conventional treatments.,Gut microbial factors implicated in disease progression and treatment response in pediatric ulcerative colitis,MGYS00005225,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005225/samples,studies
MGYS00005195,PRJNA234437,University of Maryland,HARVESTED,false,2020-04-20T15:47:12,,1016,SRP042023,16S rRNA gene survey of diarrheal stool from children under 5 and matched controls.,GEMS diarrheal case/control study Targeted Locus (Loci),MGYS00005195,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005195/samples,studies
MGYS00005191,PRJNA418765,University of Michigan Medical School Host Microbiome Initiative,HARVESTED,false,2020-04-20T13:59:01,,1537,SRP125127,"The fecal microbiota is a rich source of biomarkers that have previously been shown to be predictive of numerous disease states. Less well studied is the effect of immunomodulatory therapy on the microbiota and its role in response to therapy. This study explored associations between the fecal microbiota and therapeutic response of ustekinumab (UST; STELARA) treated Crohn's disease (CD) patients in the phase 2 CERTIFI study. Using stool samples collected over the course of 22 weeks, the composition of these subjects'' fecal bacterial communities was characterized by sequencing the 16S rRNA gene.",Microbiota of Ustekinumab-treated Crohn's subjects.,MGYS00005191,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005191/samples,studies
MGYS00005184,PRJEB14839,UNIVERSITY OF TORONTO,SUBMITTED,false,2020-04-08T12:46:45,,1557,ERP016515,"Intestinal microbiota is known to be important in health and disease. Its composition is influenced by both environmental and host factors. However, few large-scale studies have evaluated the association between host genetic variation and the composition of microbiota. We recruited a cohort of 1,561 healthy individuals, of whom 270 belong in 123 families, and found that almost one-third of fecal bacterial taxa were heritable. In addition, we identified 58 SNPs associated with the relative abundance of 33 taxa in 1 ,098 discovery subjects. Among these, four loci were replicated in a second cohort of 463 subjects: rs621711 78 (nearest gene UBR3) associated with Rikenellaceae, rs1394174 (CNTN6) associated with Faecalibacterium, rs59846192 (DMRTB1) associated with Lachnospira, and rs28473221 (SALL3) associated with Eubacterium. After correction for multiple testing, six associations of 58 remained significant, one of which replicated. These results identify associations between specific genetic variants and the gut microbiome.",Association of host genome with intestinal microbial composition in a large healthy cohort,MGYS00005184,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005184/samples,studies
MGYS00005190,PRJNA396815,Hangzhou Guhe Information and Technology Company,HARVESTED,false,2020-02-18T13:08:42,,1993,SRP136041,"Objective To establish methods and effective microbial biomarkers for early colorectal cancer (CRC)-specific-screening via gut microbiota detection in the clinic.Design 5,588 stool samples 16S ribosomal RNA (rRNA) gene were sequenced, and used the relative abundance of taxonomic and functional features to develop a model resembling the populations that consisted of 3 cohorts and 3 classification models (RF, XGBoost, and GBM) that distinguished the CRC group from the control group and identified potential microbial biomarkers.Results Microbiome-based classification distinguished patients with CRC from normal participants and excluded other CRC-relevant diseases. The area under the receiver operator characteristic (AUROC) curve was 92.2%. Known associations with oral pathogenic features, benefits-generated features, and functional features of CRC were confirmed by the model.Conclusions Our optimized prediction model was established using large-scale experimental population-based data and other sequence-based faecal microbial community data. This model can be used to identify high-risk groups and has the potential to become a novel screening method for CRC biomarkers due to its low 1-specificity (i.e. false-positive rate) and good stability.",An optimized model for screening colorectal cancer established using large-scale experimental sequence-based faecal microbial community data,MGYS00005190,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005190/samples,studies
MGYS00001186,PRJNA311224,University of Minnesota,HARVESTED,false,2020-02-10T10:13:05,,207,SRP070464,Illumina 16S rRNA gene sequence data from fecal samples of patients treated with capsules for recurrent Clostridium difficile infection.,Capsule Patients,MGYS00001186,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001186/samples,studies
MGYS00005159,PRJNA290926,University of Michigan,HARVESTED,false,2020-02-10T10:11:06,,464,SRP062005,Using microbiome-based models to differentiate healthy patients from those with colonic lesions.,Microbiome analysis complements fecal occult blood test for improved detection,MGYS00005159,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005159/samples,studies
MGYS00005235,PRJEB9205,SNU,SUBMITTED,false,2020-02-10T09:56:47,,487,ERP010289,"We characterized the gut microbiota of Korean twin and their families. The study population consisted of 155 monozygotic twin pairs (n=310), 37 dizygotic twin pairs (n=74), and their parents and siblings (n=288). Among them, fecal samples from 84 individuals were provided twice at two time points. Therefore, a total of 756 fecal samples were analyzed. The V4 region of the 16S rRNA gene was sequenced using an Illumina MiSeq platform.",16S rRNA gene sequences of human gut microbiota,MGYS00005235,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005235/samples,studies
MGYS00005247,PRJDB4998,YAKULT_CENTRAL,HARVESTED,false,2020-02-09T17:10:12,,443,DRP003338,Fecal microbiota of Japanese healthy adults. 16s rRNA gene library of V1-V2 hyper variable regions derived from the fecal samples of 516 subjects.,Fecal microbiota of Japanese healthy adults,MGYS00005247,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005247/samples,studies
MGYS00005128,PRJEB34871,CENTRE FOR ECOLOGY AND HYDROLOGY,SUBMITTED,false,2020-02-04T14:43:01,,1197,ERP117839,"Antimicrobial resistance (AMR) is a global health threat, especially in low-/middle-income countries (LMICs), where there is limited surveillance to inform empiric antibiotic treatment guidelines. Enterobacterales are a particular AMR problem, and a common cause of disease. We developed a novel approach for AMR surveillance in Enterobacterales by profiling metagenomes of pooled human faecal material from three sites (n=563 individuals; Cambodia, Kenya, UK) to derive a taxonomy-adjusted AMR metric which could be used to predict the aggregate burden of resistant Enterobacterales infections within each setting. Samples were sequenced (Illumina); taxonomic and resistance gene profiling was performed using ResPipe (https://gitlab.com/hsgweon/ResPipe). Data on organisms causing bacteraemia and meningitis and susceptibility results from 2010-2017 were collated for each site. Bayesian generalised linear models with a binomial likelihood were fitted to determine the capacity of the metric to predict AMR in Enterobacterales infections in each setting. The most informative model predicted the proportion of resistant infections in the target populations for 14/14 of antibiotics in the UK, 12/12 in Kenya, and 8/12 in Cambodia. Intermittent metagenomics of pooled human samples could be a powerful tool in determining and monitoring the burden of AMR in clinical infections, especially in resource-limited settings.",Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples,MGYS00005128,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005128/samples,studies
MGYS00005147,PRJEB5482,CGS-GL,SUBMITTED,false,2019-12-10T16:56:13,,1955,ERP004898,"Therapeutic food interventions have reduced mortality in children with severe acute malnutrition (SAM) but incomplete restoration of healthy growth remains a major problem. The relationships between the type of nutritional intervention, the gut microbiota, and therapeutic responses are unclear. In the current study, bacterial species whose proportional representation define a healthy gut microbiota as it assembles during the first two postnatal years were identified by applying a machine-learning-based approach to 16S rRNA datasets generated from monthly fecal samples obtained from a birth-cohort of children, living in an urban slum of Dhaka, Bangladesh, who exhibited consistently healthy growth. These age-discriminatory bacterial species were incorporated into a model that computes a relative microbiota maturity index and microbiota-for-age Z-score that compare development (defined here as maturation) of a childs fecal microbiota relative to healthy children of similar chronologic age. The model was applied to twins and triplets (to test for associations of these indices with genetic and environmental factors including diarrhea), children with SAM enrolled in a randomized trial of two food interventions, and children with moderate acute malnutrition. Our results indicate that SAM is associated with significant relative microbiota immaturity that is only partially ameliorated following two widely used nutritional interventions. Immaturity is also evident in less severe forms of malnutrition and correlates with anthropometric measurements. Microbiota maturity indices provide a microbial measure of human postnatal development, a way of classifying malnourished states, and a parameter for judging therapeutic efficacy. More prolonged interventions with existing or new therapeutic foods and/or addition of gut microbes may be needed to achieve enduring repair of gut microbiota immaturity in childhood malnutrition and improve clinical outcomes. (Subramanian et al., doi:10.1038/nature13421)",Persistent gut microbiota immaturity in malnourished Bangladeshi children,MGYS00005147,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005147/samples,studies
MGYS00005142,PRJEB11697,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,SUBMITTED,false,2019-12-07T07:43:23,,4357,ERP013105,"Abstract: Immunoglobulin A (IgA) is the major class of antibody secreted by the gut mucosa, where it contributes to barrier function by preventing microbial and food antigens from interacting with host tissues1,2. The lack of metrics for quantifying development of the gut microbiota and mucosal immune system has hindered the ability to dissect the effects of microbial, host and environmental factors on their co-development. Therefore, we subjected fecal samples, collected monthly during the first 3 postnatal years from 40 healthy USA twin pairs, to bacterial 16S rRNA gene sequencing and to fluorescence-activated cell sorting to distinguish IgA-targeted from non-targeted taxa. Applying a machine-learning algorithm (Random Forests), we identified a set of 25 age-discriminatory bacterial taxa whose patterns of representation define a program of microbiota assembly/maturation shared across twin pairs. Remarkably, IgA responses to 30 taxa, including a subset of the age-discriminatory organisms, converge on a pattern shared across twin pairs by the second postnatal year; the observed targeting patterns were not simple reflections of relative abundance or taxonomy. Zygosity, delivery mode, and breast versus formula feeding had small albeit statistically significant effects on targeting. In follow-up studies, young germ-free mice were colonized with fecal microbiota obtained from two twin pairs at 6 and 18 months of age, and fed a sequence of human diets designed to simulate the transition from milk feeding to complementary foods. Distinct age-associated differences in mucosal IgA responses to the transplanted human microbiota were recapitulated in both diet contexts for both twin pairs, suggesting that intrinsic properties of their community members play a dominant role in dictating IgA responses.  This approach can be used to define gut mucosal immune development in health and disease states, and help identify ways to repair or prevent perturbations in this facet of host immunity.",Characterizing postnatal co-development of the gut microbiota and mucosal IgA responses in healthy twin pairs and a gnotobiotic mouse model,MGYS00005142,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005142/samples,studies
MGYS00005131,PRJEB35214,ICMR-National Institute of Cholera and Enteric Diseases,SUBMITTED,false,2019-11-18T10:29:47,,20,ERP118234,Stool samples from diarrheal patients were used to study the structural and functional diversity of the gut microflora.,Metagenomics of gut microbiome from diarrheal samples,MGYS00005131,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005131/samples,studies
MGYS00005130,PRJEB30401,University of Cagliari,SUBMITTED,false,2019-11-14T18:41:31,,115,ERP112853,"Parkinson's disease is a neurodegenerative disorder characterized by the accumulation of intracellular aggregates of misfolded alpha-synuclein along the cerebral axis. Several studies report the association between intestinal dysbiosis and Parkinson, although a cause-effect relationship yet remains to be established. Herein, the composition of the microbiota in fecal extracts of 64 patients with Parkinson's disease and 51 controls was determined using a next generation sequencing approach. A hypothetical functional profile based on the 16S rRNA profile using a predictive metagenomic tool was also performed. A significant decrease in the abundance of taxa belonging to the phylum Firmicutes, particularly in the Lachnospiraceae family was detected in the patient group. Key members of the Lachnospiraceae family, such as the genus Blautia and some related species, were significantly reduced in patients compared to controls. Moreover, consistent with depletion of short chain fatty acids-producing bacteria, genera and species within the Lachnospiraceae family (Butyrivibrio, Pseudobutyrivibrio, Coprococcus, Roseburia and Roseburia faecis) were also decreased. Interestingly, the relative abundance of Brevibacteriaceae and Lachnospiraceae was positively associated with tremor-dominant phenotype, whereas abundance of Enterobacteriaceae and Escherichia was positively associated with non-TD phenotypes. Finally, the functional prediction of gut metagenome composition in patients, in comparison with those of healthy controls, showed the presence of 81 significantly altered metabolic pathways. In particular, there was a significant increase of most pathways of the amino acids and lipids metabolisms, of other secondary metabolites, and in the metabolism and biodegradation of xenobiotics.",Gut Microbiome Alterations Drive Distinct Metabolic Expression Patterns in a Cohort of Italian Patients with Parkinson's Disease,MGYS00005130,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005130/samples,studies
MGYS00005129,PRJEB27564,UH/IB,SUBMITTED,false,2019-11-14T17:11:09,,300,ERP109659,"Aiming to explore the temporal stability of gut microbiota in Parkinson's disease and the potential relationship of microbiota and disease progression, we characterized the gut bacterial communities of 64 Parkinson's patients and 64 control subjects from two stool samples per subject, collected on average 2.25 years apart. Microbial communities were analyzed with amplicon sequencing of the V3-V4 variable regions of the 16S rRNA gene, performed on the Illumina MiSeq platform.",Gut microbiota in Parkinson's disease: temporal stability and disease progression,MGYS00005129,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005129/samples,studies
MGYS00005107,PRJNA394849,Sapienza Universita' di Roma,HARVESTED,false,2019-11-07T16:53:33,,6,SRP114403,We compare the performance of 16S rRNA amplicon sequencing and shotgun metagenomics to perform taxonomic analysis of gut microbiome,NGS approaches to metagenomics of gut microbiome,MGYS00005107,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00005107/samples,studies
MGYS00003894,PRJNA486437,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention",HARVESTED,false,2019-11-07T16:53:31,,89,SRP158183,"The 89 fresh feces samples (including 47 modified Kato-Katz thick smear-positive volunteers and 42 healthy controls from five rural communities) were collected in duplicate, with one for microscopic examination, and another one immediately stored at -80? until DNA extraction. All of the subjects were found no other parasite eggs (such as horkworms, roundworm, whipworm, pinworm, Taenia) by microscope.",feces metagenome,MGYS00003894,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00003894/samples,studies
